,PLAYER,RPG_return,PTS_return,APG_return,BLKPG_return,STPG_return,Total_return
168,Shaun Livingston,-0.173913043478,0.0338983050847,-0.121212121212,0.0384615384615,-0.142857142857,-0.365622464001
143,Chase Budinger,-0.166666666667,-0.323529411765,0.1,0.2,-0.181818181818,-0.37201426025
176,JaKarr Sampson,0.318181818182,0.0384615384615,-0.3,0.0571428571429,-0.490196078431,-0.376409864645
84,Andrew Wiggins,-0.152173913043,0.230769230769,-0.142857142857,-0.0983606557377,-0.219047619048,-0.381670099917
93,Elfrid Payton,-0.139534883721,0.258426966292,-0.0769230769231,-0.25,-0.208092485549,-0.416123479901
148,Hollis Thompson,0.214285714286,-0.0227272727273,0.0,-0.162162162162,-0.4625,-0.433103720604
132,J.R. Smith,-0.0645161290323,0.0165289256198,-0.464285714286,0.193548387097,-0.119658119658,-0.438382650259
180,Austin Rivers,-0.1,0.114285714286,-0.3,-0.166666666667,0.0,-0.452380952381
67,Gordon Hayward,0.0204081632653,0.0259067357513,-0.121951219512,-0.230769230769,-0.147887323944,-0.454292875208
55,Trevor Ariza,-0.160714285714,-0.1015625,-0.24,0.0952380952381,-0.0540540540541,-0.46109274453
18,Nerlens Noel,0.0246913580247,0.0505050505051,-0.235294117647,-0.179894179894,-0.124293785311,-0.464285674322
139,Manu Ginobili,-0.0333333333333,-0.0190476190476,-0.190476190476,-0.379310344828,0.15625,-0.465917487685
7,Anthony Davis,0.00980392156863,-0.0450819672131,-0.181818181818,-0.159863945578,-0.142857142857,-0.519817315898
166,Dion Waiters,0.208333333333,-0.177966101695,0.0,-0.384615384615,-0.194690265487,-0.548938418464
99,Kyle Korver,-0.121951219512,-0.223140495868,-0.192307692308,-0.160714285714,0.144927536232,-0.55318615717
23,Serge Ibaka,-0.141025641026,-0.0769230769231,-0.111111111111,-0.0826446280992,-0.148936170213,-0.560640627372
77,John Henson,-0.170212765957,-0.0142857142857,0.0,-0.0398009950249,-0.357142857143,-0.581442332411
127,Klay Thompson,0.21875,-0.0552995391705,-0.172413793103,-0.025641025641,-0.575221238938,-0.609825596853
61,Luol Deng,-0.0961538461538,-0.292857142857,-0.210526315789,0.0322580645161,-0.0444444444444,-0.611723684729
2,DeMarcus Cousins,-0.102362204724,0.107883817427,-0.25,-0.262857142857,-0.124183006536,-0.63151853669
90,Boris Diaw,-0.232558139535,-0.172413793103,-0.137931034483,-0.0357142857143,-0.0681818181818,-0.646799071017
129,Lance Thomas,-0.322580645161,0.225352112676,-0.181818181818,-0.0769230769231,-0.3,-0.655969791226
40,P.J. Tucker,-0.125,-0.263736263736,0.0,-0.172413793103,-0.153284671533,-0.714434728373
26,Ed Davis,-0.0394736842105,-0.180722891566,-0.0833333333333,-0.411290322581,-0.0322580645161,-0.747078296207
160,Jeff Teague,0.04,-0.0943396226415,-0.214285714286,-0.214285714286,-0.27485380117,-0.757764852383
103,Channing Frye,-0.179487179487,-0.246575342466,-0.0769230769231,-0.115384615385,-0.142857142857,-0.761227357118
12,Tim Duncan,-0.175824175824,-0.359712230216,0.0,-0.326530612245,0.0853658536585,-0.776701164626
69,Chandler Parsons,-0.204081632653,-0.312101910828,0.0,0.206896551724,-0.485714285714,-0.795001277471
21,Jordan Hill,-0.101265822785,-0.216666666667,-0.2,-0.527027027027,0.224489795918,-0.82046972056
177,J.J. Redick,-0.190476190476,0.0,-0.166666666667,-0.5,-0.02,-0.877142857143
27,Steven Adams,-0.16,-0.0779220779221,-0.333333333333,-0.0243902439024,-0.333333333333,-0.928978988491
19,Andrew Bogut,-0.111111111111,-0.111111111111,-0.296296296296,0.00591715976331,-0.448275862069,-0.960877220824
16,Gorgui Dieng,-0.228915662651,-0.175257731959,-0.35,-0.398843930636,0.164948453608,-0.988068871637
79,Alexis Ajinca,-0.108695652174,-0.230769230769,-0.285714285714,-0.306666666667,-0.129032258065,-1.06087809339
6,Zach Randolph,-0.238095238095,-0.142857142857,-0.318181818182,0.0,-0.381443298969,-1.0805774981
102,Jason Smith,-0.375,-0.25,-0.647058823529,0.259259259259,-0.102564102564,-1.11536366683
13,Enes Kanter,-0.157303370787,-0.245161290323,-0.285714285714,0.128205128205,-0.583333333333,-1.14330715195
88,Tony Allen,0.0227272727273,-0.244186046512,-0.285714285714,-0.458333333333,-0.190243902439,-1.15575029527
105,Dante Cunningham,-0.179487179487,-0.173076923077,-0.25,-0.303571428571,-0.271428571429,-1.17756410256
59,Patrick Patterson,-0.207547169811,-0.2125,-0.421052631579,-0.351851851852,-0.027027027027,-1.21997868027
153,Trey Burke,-0.222222222222,-0.0078125,-0.372093023256,-0.4,-0.244186046512,-1.24631379199
189,Jason Terry,-0.375,-0.142857142857,-0.263157894737,-0.36,-0.116279069767,-1.25729410736
8,LaMarcus Aldridge,-0.127450980392,-0.320512820513,-0.235294117647,-0.0625,-0.514705882353,-1.2604638009
95,Danny Green,-0.142857142857,-0.410256410256,-0.1,-0.299065420561,-0.416,-1.36817897367
72,Joe Johnson,-0.166666666667,-0.208333333333,-0.027027027027,-0.888888888889,-0.0810810810811,-1.371996997
181,D.J. Augustin,-0.45,-0.547368421053,-0.558139534884,0.5,-0.316666666667,-1.3721746226
182,Jamal Crawford,-0.105263157895,-0.20253164557,-0.16,-0.454545454545,-0.467391304348,-1.38973156236
97,Wesley Johnson,-0.404761904762,-0.363636363636,-0.6875,-0.0508474576271,0.102564102564,-1.40418162346
4,Tyson Chandler,-0.278260869565,-0.456310679612,-0.181818181818,-0.495867768595,0.0,-1.41225749959
91,Marreese Speights,-0.302325581395,-0.471153846154,-0.333333333333,-0.244444444444,-0.115384615385,-1.46664182071
179,Aaron Brooks,-0.05,-0.336206896552,-0.28125,-0.166666666667,-0.636363636364,-1.47048719958
145,Ben McLemore,-0.310344827586,-0.380165289256,-0.352941176471,-0.391304347826,-0.0851063829787,-1.51986202412
109,Jonas Jerebko,-0.210526315789,-0.4,0.0,-0.333333333333,-0.622950819672,-1.56681046879
29,Timofey Mozgov,-0.41095890411,-0.350515463918,-0.428571428571,-0.341666666667,-0.121951219512,-1.65366368278
35,David West,-0.411764705882,-0.435897435897,-0.5,-0.178082191781,-0.205479452055,-1.73122378562
110,Corey Brewer,-0.324324324324,-0.4,-0.318181818182,-0.541666666667,-0.223776223776,-1.80794903295
131,Ty Lawson,-0.387096774194,-0.559210526316,-0.572916666667,-0.0833333333333,-0.227642276423,-1.83019957693
114,Tayshaun Prince,-0.444444444444,-0.573333333333,-0.4375,-0.357142857143,-0.02,-1.83242063492
113,James Johnson,-0.405405405405,-0.354430379747,-0.285714285714,-0.49,-0.298701298701,-1.83425136957
186,Beno Udrih,-0.166666666667,-0.441558441558,0.0,-0.7,-0.568965517241,-1.87719062547
175,Joe Ingles,-0.318181818182,-0.16,-0.565217391304,-0.461538461538,-0.428571428571,-1.9335090996
108,Nick Collison,-0.210526315789,-0.487804878049,-0.428571428571,-0.368421052632,-0.452830188679,-1.94815386372
100,Paul Pierce,-0.3,-0.512605042017,-0.55,-0.30303030303,-0.285714285714,-1.95134963076
42,Josh Smith,-0.390625,-0.556451612903,-0.545454545455,-0.2,-0.419047619048,-2.11157877741
122,Gerald Henderson,-0.264705882353,-0.446280991736,-0.653846153846,-0.214285714286,-0.65625,-2.23536874222
10,Omer Asik,-0.438775510204,-0.534246575342,-0.555555555556,-0.450704225352,-0.263157894737,-2.24243976119
86,Lance Stephenson,-0.466666666667,-0.524390243902,-0.615384615385,-0.538461538462,-0.129032258065,-2.27393532248
165,Kyle Singler,-0.291666666667,-0.516666666667,-0.818181818182,-0.538461538462,-0.254237288136,-2.41921397811
156,Anthony Morrow,-0.576923076923,-0.448598130841,-0.625,-0.466666666667,-0.369863013699,-2.48705088813
68,Luc Richard Mbah a Moute,-0.489795918367,-0.707070707071,-0.8125,0.0322580645161,-0.694214876033,-2.67132343695
